idx,Sentence,Fig_Exp,Replacement,DMS,SE,General,Type
714,I'll leave this here for shamecube purposes.,shamecube,I'll leave this here for making people ashamed in similar situations.,I'll put this actual cube here as a reminder of our shameful past actions.,,shamecube,metaphor
699,"I wouldn't worry about trying to though, just sharing my gut feeling.",sharing my gut feeling,"I wouldn't worry about trying to though, just sharing personal opinion.","After eating too many sweets, I regretted ignoring my gut feeling entirely.",,sharing my gut feeling,idiom
1043,"Okay, actually, the source for that class [URL] shed light on what was going on.",shed light,"Okay, actually, the source for that class [URL] explains what was going on.","Okay, actually, after installing the solar-powered shed light, I could finally see what was going on inside the toolshed.",,shed light,idiom
563,I hope this answer sheds some more light on the information that would be nice to see added to/clarified in the docs.,sheds some more light on,I hope this answer clarifies the information that would be nice to see added to/clarified in the docs.,"I hope this lamp sheds some more light on the room, adding to/clarifying the ambiance.",,sheds some more light on,idiom
1315,That's where Swift-style enums with associated values would shine :),shine,That's where Swift-style enums with associated values would be the most efficent :),"That's where the sun would shine brightly, illuminating the entire landscape :)",,shine,metaphor
1175,Sorry it had time to ship with `4.20`.,ship,Sorry it had time to be released with `4.20`.,Sorry it had time to ship with a full crew before the storm hit.,,ship,metaphor
809,"If you know of a way, please shoot us a PR!",shoot,"If you know of a way, please create us a PR!","If you do not know of a way, please request us a PR!",,shoot,metaphor
159,And I'm sure I speak for @Anahkiasen too when I say we don't want you to feel like we're just shooting down your contribution.,shooting down,And I'm sure I speak for @Anahkiasen too when I say we don't want you to feel like we're just devaluing your contribution.,"During our hunting trip, I'm sure I speak for @Anahkiasen too when I say that we don't want you to feel like we're just shooting down the birds without purpose.",,shooting down,idiom
1629,"Yes, this would set up for shooting yourself in the foot later :)",shooting yourself in the foot,"Yes, this would set up for causing issues for yourself later :)","Yes, this would set up for planting the seeds of success later :)",,shooting yourself in the foot,idiom
496,I can give it a shot if you guys are not already working on this,shot,I can make an attempt at it if you guys are not already working on this,I can take the lead if you guys are not already leading the team.,,shot,metaphor
1150,"So, I figured it's worth a shot.",shot,"So, I figured it's worth a attempt.","So, I figured it's worth a vaccination.",,shot,metaphor
668,I was kind of liking that we don't give it an explicit name and just show a badge.,"show, badge",I was kind of liking that we don't give it an explicit name and just use an identifier.,I was starting to enjoy the idea that we don't give a specific name to each destination and simply present a small emblem.,,"show, badge",metaphor
1216,Synergy is showing it's age and Logitech's solution is pretty bad to.,showing it's age,Synergy is getting old and Logitech's solution is pretty bad to.,"The building is showing its age, and the maintenance solution is pretty bad too.",,showing it's age,idiom
282,Conda has shown to have the smoothest install.,"shown, smoothest",Conda has proven to have the least problems with installation.,Conda has demonstrated the most frustrating and challenging installation process.,,"shown, smoothest",metaphor
131,"All due respect, but you chose to shuffle things around ;)",shuffle things around,"All due respect, but you chose to engage in a non-optimat procedure ;)","All due respect, but you chose to shuffle things around in the seating arrangement ;)",,shuffle things around,idiom
1392,"They may be a bit verbose, but I think verbosity (which can be shut down easily) is preferable to magic confusing behavior.","shut down, magic","They may be a bit verbose, but I think verbosity (which can be disabled easily) is preferable to unexplained and confusing behavior.","These bird identification guides may contain a lot of detail, but I think thorough descriptions (which can be summarized easily) are better than perplexing bird recognition.",,"shut down, magic",metaphor
179,"Apologies, I got side-tracked on other projects since my last update.",side-tracked,"Apologies, I got distracted by other projects since my last update.","Thanks, I managed to stay on track and complete all the tasks assigned to me since my last update.",,side-tracked,idiom
1418,This is a good sign the problem is on our side.,"sign, our side",This is a good indicator that the problem is being caused by ourselves.,This is unfortunate that the problem is not on our side but instead lies elsewhere.,,"sign, our side",metaphor
641,I think this was just me being silly.,silly,I think this was just me being foolish.,I think this was just me being serious.,,silly,metaphor
1618,"Yeah, this was the silly oversight",silly insight,"Yeah, this was the small overlooked detail","Yeah, this was the brilliant discovery",,silly insight,metaphor
145,"also, silly question, what about throttling the update.",silly question,"also, childish question, what about throttling the update.","also, quick inquiry, what about throttling the update.",,silly question,metaphor
465,I always forget this silly step 😄,silly step,I always forget this silly action😄,I always trip on this silly step when I'm going up the stairs 😄,,silly step,metaphor
156,"And I agree with him, however there is no silver bullet.",silver bullet,"And I agree with him, however there is no perfect solution.","During the hunt, he discovered that there was no silver bullet left in his ammunition pouch.",,silver bullet,metaphor
662,"I understand your enthusiasm, i was in a similar boat a few weeks ago!",similar boat,"I understand your enthusiasm, i felt the same way you feel right now a few weeks ago","I understand your enthusiasm, I was in a similar adventurous kayaking trip a few weeks ago!",,similar boat,metaphor
1064,Otherwise there will be a ton of empty folders sitting around.,sitting around,Otherwise there will be a ton of empty folders not being used.,Otherwise there will be a ton of empty shopping bags scattered across the park.,,sitting around,metaphor
1243,Thanks @jdduke for offering to sketch out a design on how this might work.,sketch out a design,Thanks @jdduke for offering to create a design on how this might work.,Thanks @jdduke for offering to sketch out a design for the art exhibition on how this might work.,,sketch out a design,idiom
626,I think maybe we should skip over dehydrated suspense boundaries during re-render.,skip over,I think maybe we should ignore dehydrated suspense boundaries during re-render.,I believe perhaps we should linger on saturated anticipation boundaries during re-render.,,skip over,idiom
1174,Sorry it completely skipped my mind that I installed a vim plugin recently and Ctrl+V doesn't paste.,skipped my mind,Sorry i forgot that I installed a vim plugin recently and Ctrl+V doesn't paste.,"Sorry, I didn't realize that I recently acquired a new musical instrument, and now pressing the keys doesn't produce any sound.",,skipped my mind,idiom
122,"Ah nevermind, time for me to slap myself in the face.",slap myself in the face,"Ah nevermind, time for me to start working.","Ah nevermind, time for me to apply sunscreen on my face.",,slap myself in the face,idiom
424,"Hmm often I think that I need those `@php` and `@endphp` tags, but then I slap myself in the face when I think of how short the normal tags are, and how many times I've used them in the past.",slap myself in the face,"Hmm often I think that I need those `@php` and `@endphp` tags, but then I become exasperated when I think of how short the normal tags are, and how many times I've used them in the past.","Hmm often I think that I need those `@php` and `@endphp` tags, but then I hesitate when I think of how short the normal tags are, and how many times I've used them in the past.",,slap myself in the face,idiom
653,"I thought I ported it back but it slept through the several revisions I've done, oops.",slept through,"I thought I ported it back but it didn't the several revisions I've done, oops.","I thought I pruned it properly, but it remained dormant despite all the different seasons I've gone through, oops.",,slept through,idiom
417,"Hi @stefan-it, sorry, this issue sliped under my radar :sweat_smile:",sliped under my radar,"Hi @stefan-it, sorry, I forgot about this issue :sweat_smile:","Hi @stefan-it, sorry, this radio signal slipped under my antenna :sweat_smile:",,sliped under my radar,idiom
403,"Hey @hengkuanwee , this slipped through the cracks.",slipped through the cracks,"Hey @hengkuanwee , this was ignored",The book I was carrying slipped through the cracks between the pavement stones.,,slipped through the cracks,idiom
1192,"Sorry, this slipped through the cracks.",slipped through the cracks,"Sorry, this didn't receive sufficient attention.","The water droplets slipped through the cracks in the ceiling, causing a leak in the room below.",,slipped through the cracks,idiom
622,I think it is a slippery slope to start supporting more OS'es.,slippery slope,I think it is a dangerous gateway to start supporting more OS'es.,I think it is a risk to climb a slippery slope on a snowy mountain without proper gear.,,slippery slope,idiom
1168,Sorry for the slow answer here.,slow,Sorry for the late response.,Sorry for the unclear answer here.,,slow,metaphor
63,@natew My guess is it's the User Timing API itself being slow as hell.,slow as hell,@natew My guess is it's the User Timing API itself being too slow.,@natew My guess is it's the User Timing API itself being fast as lightning.,,slow as hell,metaphor
792,"If the best way is with browser extension because of windows limitations let it be its still better then none, even slower is better then none guys.",slower is better than none,"If the best way is with browser extension because of windows limitations let it be its still better then none, better to be crawling along then to be stuck.","If the best way to navigate through a new city is by using a map due to a lack of GPS signal, let it be. Following a map is still better than being completely lost.",,slower is better than none,idiom
295,Deploying ESM beyond an overall small slice of enthusiasts is challenging.,small slice of enthusiasts,Deploying ESM beyond an overall small group of enthusiasts is challenging.,Eating desserts beyond an overall small slice of cake is challenging for individuals with diabetes.,,small slice of enthusiasts,metaphor
1622,Yes you are write this is smarter way to do it.,smarter way,Yes you are write this is more efficient way to do it.,Yes you have written this in a dumber way to do it.,,smarter way,metaphor
1533,we are smashing concepts a bit here.,smashing concepts,we are breaking down concepts a bit here.,we are missing something a bit here.,,smashing concepts,metaphor
276,"Code intel can use it, fewer sneaky little stringses, and it still maintains readability.","sneaky, stringses","Code intel can utilize it, fewer shifty little phrases, and it still preserves readability.","Code intel can analyze it, reducing hidden complexities, and it still preserves understandability.",,"sneaky, stringses",metaphor
1469,This quickly snowballs and gets out of control when we let it.,snowballs and gets out of control,This quickly becomes bigger and we lose our control over it when we let it.,This gradually grows and becomes a beautiful garden when we nurture it.,,snowballs and gets out of control,idiom
350,"From all your graphs, there is a soft spot at around ~80 items per ziplist where we have all the advantages.",soft spot,"From all your graphs, there is a optimum place at around ~80 items per ziplist where we have all the advantages.","From all the babies, there is a literal soft spot on top of their heads where we need to be careful when holding or cradling them.",,soft spot,metaphor
1237,"Thank you very much, this solution solved my big trouble.",solved my big trouble,"Thank you very much, this solution solved my large issue.",Thank you very much but this solution created a bigger problem for me.,,solved my big trouble,idiom
858,It solves around 80% of the annoyance of having to change volume in most situations.,"solves, annoyance",It prevents around 80% of the problems of having to change volume in most situations.,The detective solves the case which involves 80% of the annoyance caused by people who had to change the volume in most situations.,,"solves, annoyance",metaphor
1445,This is unintended and caused us to do a lot of soul-searching to figure out what was happening.,soul-search,This is unintended and caused us to contemplate a lot to figure out what was happening.,This is an accidental discovery and caused us to do a lot of introspection to figure out what was happening.,,soul-search,metaphor
1239,"Thank you, even being a sound board to my thoughts is help :)","sound board, help","Thank you, even just listening to my thoughts and providing feedback is valuable assistance.","Thank you for fixing the sound board for our meeting room, which really helped improve the audio quality :)",,"sound board, help",metaphor
526,"I don't, but this sounds like a good question for the other place.",sounds,"I don't, but this is probably like a good question for the other place.","I don't, but this music resembles a good vibe for the other place.",,sounds,metaphor
1196,"sounds great, Hey, @vumichien , @nandwalritik everyone can work on this together and those of us with more more experience feel free to make suggestions and lead :)","sounds, feel","It's great, Hey, @vumichien , @nandwalritik everyone can work on this together and those of us with more more experience do not hesitate to make suggestions and lead :)","tastes delicious, Hey, @vumichien , @nandwalritik everyone can contribute to this potluck dinner and those of us with refined palates feel free to share culinary expertise and take charge of the menu.",,"sounds, feel",metaphor
661,I understand you are proud of this feature but fixing a conflict is a stressful situation and I am not sure if changing habits —without warning— is sparkling joy for developers 😅.,sparkling joy,I understand you are proud of this feature but fixing a conflict is a stressful situation and I am not sure if changing habits —without warning— is best for the developers 😅.,"I understand you are proud of this dish, but fixing a recipe is a stressful situation, and I am not sure if changing ingredients —without warning— is sparkling joy for chefs 😅.",,sparkling joy,metaphor
1398,"This comment is redundant, IMO the code speaks for itself",speaks for itself,"This comment is redundant, IMO the code is very understandable.","This documentation is necessary, IMO, the code is not self-explanatory.",,speaks for itself,idiom
843,It is great to have it pre-reviewed to speed things up.,speed,It is great to have it pre-reviewed to improve progress.,It is great to have it pre-reviewed to advance the software development.,,speed,metaphor
222,But also would be interesting to see the speed charts.,speed charts,But also would be interesting to see the performance data.,"During the car race, the audience was excited to watch the speed charts to track the performance of each vehicle.",,speed charts,metaphor
1226,Thank you for spelling this out for me.,spelling this out,Thank you for explaining for me.,Thank you for baking this cake for me.,,spelling this out,idiom
1198,Spending no more energy here :),Spending,Using more time and effort here :),"After workout, spending no more energy here and relaxing on the couch :)",,Spending,metaphor
1199,Spent the better of a day trying to fixing this issue.,Spent the better of a day,Worked for a majority of the day trying to fixing this issue.,Spent the better of a day at the beach getting a suntan.,,Spent the better of a day,idiom
173,Any chance you guys have some gdb macros for splatting out a ziplist?,splatting out,Any chance you guys have some gdb macros for dispersing out a ziplist?,Any chance you guys have some gdb macros for debugging Python code?,,splatting out,metaphor
1626,"yes, it will increase the likelihood that will delay the next failover during split brain conditions.",split brain conditions,"yes, it will increase the likelihood that will delay the next failover during uncoordinated behavior","Indeed, it will raise the chances of prolonging the next flight departure during a situation where airport runways are split.",,split brain conditions,metaphor
519,I don't like how the Untitled editors get split up in that last approach.,split up,I don't like how the Untitled editors get separated in that last approach.,I don't appreciate how the nameless characters get separated in that previous storytelling method.,,split up,metaphor
473,I am glad you spot it.,spot,I am glad you see it.,I am glad you spot the stain on your shirt.,,spot,metaphor
1056,"oof this is a tough one to understand, it would be nice to spread it over different lines.",spread,"oof this is a tough one to understand, it would be nice to have a more descriptive codes.","wow this is a difficult puzzle to solve, it would be great to break it down into smaller pieces.",,spread,metaphor
1393,They were there and spread like fire.,spread like fire,They were there and spread extremely quickly.,"The wildfire was there and spread like fire, consuming acres of forest within minutes.",,spread like fire,metaphor
1625,"Yes, I believe you can just squiggly it!",squiggly,"Yes, I believe you can just draft it up rather quickly!","Yes, I believe you can just paint it!",,squiggly,metaphor
1640,You didn't think I'd just stamp this did you?,stamp,You didn't think I'd just approve this did you?,"You didn't think I'd just stamp this envelope with a postage stamp, did you?",,stamp,metaphor
1184,"Sorry, I don't know what template with sample stand alone codes mean.",stand alone,"Sorry, I don't know what template with sample independant codes mean.","Sorry, I'm not familiar with the purpose of guide with example travel itineraries.",,stand alone,metaphor
573,I know it's not you but this stands out.,stands out,I know it's not you but this is very noticeable.,"I had to rearrange the furniture, and now this chair stands out from the wall.",,stands out,idiom
166,and starting place for this issue I'd be happy to try this as a first issue,starting place,and beinning for this issue I'd be happy to try this as a first issue,"and the first tile for this mosaic artwork, I'd be happy to position it as a starting place.",,starting place,idiom
41,"@FirefoxMetzger This is probably the worst instance in the steady parade of “TF apologists” over the past two years, of various individuals who do not understand the issue claiming it is not a problem.",steady parade,"@FirefoxMetzger This is probably the worst instance in the consistency of “TF apologists” over the past two years, of various individuals who do not understand the issue claiming it is not a problem.","@FirefoxMetzger, as an avid bird watcher, I can confidently say that this occurrence is the worst in a continuous lineup of ""feathered creature defenders"" over the past two years. Numerous individuals who lack understanding of the matter argue that it's not a problem.",,steady parade,metaphor
1651,You're stealing my lines ;-),stealing,You're reusing my code ;-),You're eating my lunch ;-),,stealing,metaphor
585,I mean the compilation step might be slow.,step,I mean the compilation phase might be slow.,I mean the compilation dance move might be performed slowly.,,step,metaphor
507,"I did follow that instruction step by step, but it crush at the native part.",step by step,"I did follow that instruction very carefully, but it crush at the native part.","I followed the dance choreography step by step, but I stumbled when we reached the native part of the performance.",,step by step,idiom
1451,This isn't meant to be a complete step by step but a gentle reminder,"step by step, gentle reminder",This isn't meant to be a complete guide to follow without any changes but a gentle reminder,"The dance lesson isn't meant to be a complete step-by-step routine, but a gentle reminder for the basic moves.",,"step by step, gentle reminder",idiom
1201,"Sticking to the spirit/ impl of llvm, I changed the comment instead :)",Stick,"Adhering to the spirit/ impl of llvm, I changed the comment instead :)","Sticking a note to the board, I shared my thoughts on LLVM during the meeting.",,Stick,metaphor
1578,Who would have known this name would stick!,stick,Who would have known this name would remain!,Who would have known this sticker would adhere to the wall!,,stick,metaphor
1549,We stick random stuff on classes all over.,stick random stuff on,We insert random data in classes all over.,We are encouraged to stick random stuff on the canvas in the art class to enhance their artistic creativity.,,stick random stuff on,idiom
1281,"Thanks, but I think we'll stick with what we have!",stick with,"Thanks, but I think we'll continue with what we have and not change it!","Thanks, but I think we'll move away from what we have!",,stick with,idiom
1203,Still on my plate for this week but it's been a busy one so far.,Still on my plate,Have this to deal with for this week but it's been a busy one so far.,"The delicious pasta dish is still on my plate, but I've been too full to eat it now.",,Still on my plate,idiom
517,I don't know the support story for this anymore...),story,I don't know the support procedure for this anymore...),"I don't know the support novel for this anymore, I misplaced my copy.",,story,metaphor
1331,The exact format is a completely different story.,story,The exact format is a completely different topic.,The exact format of this book is to separate it into short stories.,,story,metaphor
18,@arackaf We'll definitely share the guidelines when the overall story is more fleshed out.,story is more fleshed out,@arackaf We'll definitely share the guidelines when the overall procedure is clearer.,@arackaf We'll definitely share the itinerary when the overall trip is more planned.,,story is more fleshed out,idiom
955,Math worked better than straight logic once you have 3.,straight,Math worked better than sheer logic once you have 3.,Playing chess worked better than deductive reasoning logic once you have planned strategic moves.,,straight,metaphor
679,I will merge it straight away then!,Straight away,I will merge it immediatley then,"As soon as the two rivers converge, I will merge the streams straight away.",,Straight away,idiom
1085,"Polling, as I understand it, puts a bit more strain on things, so it probably shouldn't be the default.",strain on things,PowerToys user base are savvy users and tend to be on the forefront of technoloical development.,"Polling, as I understand it, puts a bit more load on the server, so it probably shouldn't be the default.",,strain on things,idiom
964,Maybe that's going to be a better solution that strikes the right balance.,strikes,Maybe that's going to be a better solution that cancles the right balance.,Maybe that's going to be a better solution that strikes the right balance with a hammer.,,strikes,metaphor
420,"Hi Sikachu, I'll try to strip down the app with the issue to share.",strip down,"Hi Sikachu, I'll try to simplify the app with the issue to share.","Hi Sikachu, I'll try to simplify the app with the issue to share.",,strip down,idiom
1249,Thanks again for reporting the issue and stripping down the issue so I could debug it quickly.,stripping down,Thanks again for reporting the issue and making the issue easy to recognize so I could debug it quickly.,Thanks again for reporting the issue and pinpointing the exact problem so I could fix it quickly.,,stripping down,idiom
936,Let's reopen if a stroke of genius comes through and reveals the perfect name.,stroke of genius,Let's reopen if some insight comes through and reveals the perfect name.,Let's reopen if a new error comes through and reassess the impact.,,stroke of genius,idiom
373,Guess I'm stuck changing brightness with two hands unless ASUS decides to be nice,stuck,Guess I'm facing an error changing brightness with two hands unless ASUS decides to be nice,Guess I'm fine about changing brightness with the control panel unless ASUS decides to be glitchy.,,stuck,metaphor
200,"Bah, this probably should have stuck around internally.",stuck around,"Bah, this probably should have stayed available internally.","Bah, this probably should have been kept as a secret internally.",,stuck around,idiom
949,Looks like the problem in some method or class in which decompilation stuck in infinite loop.,stuck in an infinite loop,Looks like the problem in some method or class in which decompilation stuck without a way out.,"When trying to untangle a twisted rope, I found myself stuck in an infinite loop of knots that never seemed to end.",,stuck in an infinite loop,idiom
1528,Was stuck in loops trying to ensure all tests passed and then rebasing.,stuck in loops,Was not making progress trying to ensure all tests passed and then rebasing.,Was stuck in loops trying to remove tangled hair from a brush and then restyling.,,stuck in loops,idiom
1069,"Otherwise, we're stuck with the whitelist forever because we need to check for proper casing.","stuck, whitelist","Otherwise, we're unable to remove the list of allowed things forever because we need to check for proper casing.","Otherwise, we're stuck with the sunflowers forever because we need to check for their ideal blooming season.",,"stuck, whitelist",metaphor
1113,"Seems to be working so far, though it's very new, so missing some conveniences.... it sounds like that stuff is underway!",stuff is underway,"Seems to be working so far, though it's very new, so missing some conveniences.... it sounds like that new changes are coming!","After ordering our meal, the chef informed us that the preparation of our delicious stuffed mushrooms is underway.",,stuff is underway,idiom
335,"feels very familiar conceptually, super excited to see this stuff start to come about","stuff, come about","feels very familiar conceptually, super excited to see these things start to happen.","The movie plot feels very familiar conceptually, super excited to see this mystery start to unravel about.",,"stuff, come about",metaphor
553,I have just stumbled upon the same bug.,stumbled upon,I have just encountered the same bug.,"During my hike, I literally stumbled upon the same bug twice as it kept crossing my path.",,stumbled upon,idiom
321,Eventually we have to override this method but stumbling block is removed for new comers I guess.,stumbling block,Eventually we have to override this method but error is removed for new comers I guess.,"Eventually, we have to face this challenge, but the stumbling block on the sidewalk has been daunting for new students, I guess.",,stumbling block,idiom
406,Hey folks 👋🏾 now stumbling upon this issue.,stumbling upon,Hey folks 👋🏾 now contributing in order to solve this issue.,"Hey folks 👋🏾, stumbling upon these scattered Legos causing a painful issue.",,stumbling upon,idiom
873,It would be great info for anyone else stumbling upon this code.,stumbling upon,It would be great info for anyone else looking at this code.,It would be helpful guidance for anyone else finding this trail of hike.,,stumbling upon,idiom
1026,Oh wow super cool to get such a quick answer from you :-),super cool,"Oh wow, it's very nice to get such a quick answer from you :-)",Oh wow super cool to feel the breeze on this hot summer day!,,super cool,idiom
952,Looks super cool :-) Also great to see a revival of the LSH mechanism for long-range sequence modeling after Reformer.,"super cool, revival",Looks very impressive! Also great to witness the resurgence of the LSH mechanism for long-range sequence modeling after Reformer.,Looks super cool :-) Also great to see a revival of the manual focus feature for precise image capturing after its diminished popularity.,,"super cool, revival",metaphor
1419,This is a great place for you to ask questions and find support.,support,This is a great place for you to ask questions and find help.,The furniture store is a great place for you to try various chairs to find support for your back.,,support,metaphor
452,"However, there's a lot of surface to cover in pulling this out, and I'm not sure it will be easy to cover them all.",surface to cover,"However, the scope is large in pulling this out, and I'm not sure it will be easy to cover them all.","However, when painting this large canvas, there's a lot of surface to cover in pulling the brush strokes, and I'm not sure it will be easy to cover them all evenly.",,surface to cover,idiom
944,Looks like errors are swallowed by default?,swallowed,Looks like errors are accepted easily by default?,Looks like the gummies are swallowed by the child?,,swallowed,metaphor
761,I'm swamped the coming weeks but aim to do ASAP.,"swamped, aim",I'm give too much to to do in the coming weeks but intend to do ASAP.,I'm studying the ecology of swamped areas in the coming weeks.,,"swamped, aim",metaphor
686,"I won't be at a computer for a few hours, so if you could rebase that'd be sweet.",sweet,"I won't be at a computer for a few hours, so if you could rebase that'd be good.","I won't be at home for a few hours, so if you could water my plants, that'd be sweet.",,sweet,metaphor
980,My memory is like Swiss cheese sometimes 😅,Swiss cheese,My memory is forgetful sometimes,"My sandwich includes layers of Swiss cheese, making it quite delicious.",,Swiss cheese,metaphor
771,I've been super busy switching roles and dealing with life I forgot to make this.,switch,I've been super busy changing roles and dealing with life I forgot to make this.,I've been so occupied transplanting plants and managing my garden that I overlooked creating this.,,switch,metaphor
423,"Hi, if possible I would like to tackle this issue.",tackle,"Hi, if possible I would like to try to solve this issue.","Hi, if possible I would like to engage in a rugby tackle during this match.",,tackle,metaphor
968,Merging this now - will tackle the docs in a separate PR :),tackle,Merging this now - will address the docs in a separate PR :),Cooking this now - will tackle the dishes in a separate task :),,tackle,metaphor
715,"I'll take a crack at a fix for this, definitely not stale!",take a crack at,"I'll attempt to solve this, definitely not stale!","I'll try a sip of coffee for this, definitely not cold!",,take a crack at,idiom
733,"I'm happy to help you guys merge the officeial FastSpeech2 if someone can take a crack at it first, I can contribute :)",take a crack at,"I'm happy to help you guys merge the officeial FastSpeech2 if someone can try it first, I can contribute :)","I'm thrilled to help you guys combine the authorized cycling routes if someone can give it a try, I can contribute my expertise.",,take a crack at,idiom
58,"@LysandreJik @sgugger would be awesome if you take a look at this PR too, since it introduces a novel modality :)","take, look at this","@LysandreJik @sgugger would be awesome if you examine this PR too, since it introduces a novel modality :)","@LysandreJik @sgugger would be awesome if you purchase a ticket and attend this exhibition too, since it introduces a new art style :)",,take a look at this,idiom
331,Feel free to take a look and find one you'd like to try your hand at!,"take a look, try your hand",Feel free to examine and find one you'd like to attempt!,Take a stroll through the garden and choose a plant you'd like to take a shot at cultivating!,,"take a look, try your hand",idiom
695,I would like to take a stab at it,take a stab at,I would like to try it,I would like to have a taste of it.,,take a stab at,idiom
556,"I have no time to do this right now, but if someone wants to take a stab at it that would be great :-)",take a stab at it,"I have no time to do this right now, but if someone wants to try it that would be great :-)","I have no time to test the new knife sharpener right now, but if someone wants to take a stab at it and let me know how it works, that would be great :-)",,take a stab at it,idiom
716,"I'll take another pass at this and add a few more tests, but I feel good about the change.",take another pass,"I'll check the work again at this and add a few more tests, but I feel good about the change.","I'll take another lap around the track and increase the speed, but I'm content with my performance.",,take another pass,idiom
1624,"Yes, I am more than happy to take it forward.",take it forward,"Yes, I am more than happy to work for making it successful.","Yes, I am more than happy to advance the clock by an hour.",,take it forward,idiom
29,"@charlie1404 you can totally take this off my hands, I haven't started working on it yet.",take this off my hands,"@charlie1404 you can totally take responsibility from me, I haven't started working on it yet.","@charlie1404 you can totally finish this dessert, I haven't started eating it yet.",,take this off my hands,idiom
368,"Good rule 💯 Sorry, that was impatient of me - didn't take timezone + weekend into account.",take timezone + weekend into account,"Good rule 💯 Sorry, that was impatient of me - didn't consider time away from the office.","Fantastic travel advice ✈️ Apologies, I didn't plan well - I didn't take into account the local customs and the travel restrictions.",,take timezone + weekend into account,idiom
613,I take your point that it was confusing.,take your point,I understand your argument that it was confusing.,I see the light point that is dimly lit.,,take your point,idiom
300,Doesn't makes sense for us to take upon the burden ourselves.,"take, burden",Doesn't makes sense for us to assume upon the work ourselves.,Doesn't make sense for us to carry the heavy luggage ourselves.,,"take, burden",metaphor
383,Happy to take a PR that fixes this by making the range more permissible.,"take, making",Happy to receive a PR that fixes this by changing the range to be more permissible.,Delighted to receive a proposal that resolves this matter by increasing the leniency.,,"take, making",metaphor
370,"Great suggestion, but it may take a lot of work for little benefit.","take, work","Great suggestion, but it may require a lot of effort for little benefit.","Great suggestion, but it may involve heavy manual labor without much advantage.",,"take, work",metaphor
244,But now I noticed that you have already taken the lead in it :),taken the lead,But now I noticed that you have already done more work in it :),"During the dance routine, you have already taken the lead, guiding your partner with grace and confidence.",,taken the lead,idiom
723,I'm also tired of the culture that hides certain intents and then takes up the moral throne.,"takes, moral throne",I'm also tired of the culture that hides certain intents and then uses ethical high ground,I'm also tired of the culture that hides certain intents and then pretends to be a victim.,,"takes, moral throne",metaphor
1227,"Thank you for taking a stab at redesign, @lvwerra",taking a stab at,"Thank you for trying redesigning, @lvwerra","Thank you for taking a knife and stabbing at my pumpkin for the carving project, @lvwerra.",,taking a stab at,idiom
824,"Indeed that should be documented in some please... taking note, thanks.",taking note,"Indeed that should be documented in some please... marking down, thanks.","Indeed that recipe should be saved somewhere... jotting it down, thanks.",,taking note,idiom
596,I really appreciate you taking the time to look into this and check in with the Jax team.,"taking the time, look into this",I really appreciate you allocating the time analyze this and check in with the Jax team.,I genuinely appreciate you taking the time to study this document and collaborate with the authors.,,"taking the time, look into this",idiom
178,"Anyways talk is cheap, delivery means more to me.","talk is cheap, delivery means more","Anyways talk is not important. Delivery, however, is important to me.","The radio host said that talk is cheap, but the delivery of food to the homeless shelter means more to her listeners.",,"talk is cheap, delivery means more",idiom
981,My muscle memory tells me so.,tells,I know this by using my muscle memory.,My muscle memory assists me in these tasks.,,tells,metaphor
134,All of the comments are written in a very terse way so far.,terse way,All of the comments have been written briefly so far.,All of the comments are filled with technical jargon so far.,,terse way,metaphor
51,"@joaomoreno
I'm a bit sad for that method, but that's the life!",that's the life,"@joaomoreno
I'm a bit sad for that method, but it is unavoidable!","@joaomoreno I'm a bit unhappy about that implementation of the method, but that's the reality of programming!",,that's the life,idiom
1114,shes random 2 of course but i want 2 meet more random ppl =) like they say the more the merrier!!!!,the more the merrier,shes random 2 of course but i want 2 meet more random ppl =) like they say its better to have more!!!!,"She plants two random seeds in her garden, but I want to sow more random seeds. After all, the more plants, the greener the garden!",,the more the merrier,idiom
1343,The more the merrier since people don't read all the doc.,The more the merrier,More is appreciated since people don't read all the doc.,The bigger the challenge since people don't read all the doc.,,The more the merrier,idiom
1116,"Shouldn't happen in theory, but we all know theory is a far far away galaxy.",theory is a far far away galaxy,"Shouldn't happen in theory, but we all know theory is a distant concept.","Shouldn't occur theoretically, but we all know textbooks are a separate galaxy from real-world cooking.",,theory is a far far away galaxy,idiom
440,Hopefully things go through this time.,things go through,Hopefully things will progress this time.,The needle and thread neatly stitched the fabric as things went through this time.,,things go through,idiom
50,"@jdduke : Sorry for confusion, actually Slice Kernel has 2 things to handle.",things to handle,"Sorry for confusion, actually Slice Kernel has 2 things to handle.","@jdduke: Sorry for the confusion, actually Sarah has 2 pizza slices to handle.",,things to handle,idiom
669,I was more just thinking out loud :-) I think you're 100% right.,thinking out loud,I was more just thinking verbally :-) I think you're 100% right.,"While grocery shopping, I was speaking my thoughts out loud :-) I think you are precisely accurate about the expiration date.",,thinking out loud,idiom
1161,"Sorry for that, third time's a charm I guess.",third time's a charm,"Sorry for that, it will work on the third attempt I guess.","Sorry for that, practice makes perfect I guess.",,third time's a charm,idiom
488,"I am sorry that I haven't thought in another angle as a repository maintainer, and let you spend quite some time working on several of my suggestions.",thought in another angle,"I am sorry that I haven't considered a different subject as a repository maintainer, and let you spend quite some time working on several of my suggestions.","I am sorry that I haven't taken you to a place known for its beautiful scenery to view things from another angle, and let you spend quite some time working on several of your interests.",,thought in another angle,idiom
